student_id,grade,subject,topic,learning_style,device_type,past_quiz_score_avg,accuracy_percentage,avg_response_time_sec,num_attempts,learning_streak_days,engagement_score,hints_used,video_watch_pct,time_on_task_min,session_count_week,next_topic,recommended_difficulty,success_probability_bin,needs_revision
S633203,Grade_3,Hindi,Vyakaran,auditory,laptop,32.88,30.01,133.3,6.0,4.0,0.2431,4.0,39.8,32.8,4.0,Kavita,easy,low,1
S199751,Grade_9,History,Freedom_Movement,auditory,tablet,72.36,74.95,47.6,4.0,21.0,0.6365,2.0,81.41,33.4,10.0,World_Wars,medium,medium,0
S463563,Grade_7,Mathematics,Algebra,visual,mobile,48.07,54.54,71.0,5.0,2.0,0.5569,1.0,52.7,30.9,1.0,Statistics,medium,medium,1
S829913,Grade_9,Computer_Science,,visual,mobile,70.09,73.47,42.8,2.0,7.0,0.536,3.0,56.89,16.4,5.0,Databases,medium,medium,0
S787237,Grade_4,Mathematics,Statistics,visual,tablet,44.8,33.89,108.0,6.0,,0.3805,2.0,25.11,32.7,,Algebra,easy,low,1
S679204,Grade_10,Hindi,Patra_Lekhan,auditory,desktop,81.17,73.91,90.7,4.0,0.0,0.5298,1.0,56.92,36.5,1.0,Gadya,medium,medium,1
S473400,Grade_12,Hindi,Kavita,visual,laptop,100.0,87.14,56.5,2.0,3.0,0.6274,2.0,74.2,17.4,2.0,Gadya,medium,high,0
S389811,Grade_5,Hindi,Patra_Lekhan,reading_writing,mobile,54.67,46.62,93.0,5.0,0.0,0.3158,2.0,32.11,32.6,1.0,Gadya,easy,medium,1
S589013,Grade_2,General_Knowledge,Awards,auditory,desktop,47.09,43.7,113.4,5.0,,0.348,4.0,48.93,33.3,2.0,Science_Tech,easy,medium,1
S135289,Grade_12,Science,Ecosystems,visual,laptop,88.18,71.66,56.2,2.0,4.0,0.515,1.0,48.65,27.2,2.0,Chemical_Reactions,medium,high,0
S395753,,History,World_Wars,auditory,laptop,51.07,46.5,125.1,5.0,4.0,0.4167,2.0,41.13,34.2,3.0,Freedom_Movement,easy,medium,1
S724082,Grade_2,English,Vocabulary,kinesthetic,tablet,35.01,35.83,117.7,5.0,6.0,0.3017,2.0,29.54,31.9,4.0,Essay_Writing,easy,low,1
S678842,Grade_12,Computer_Science,Web_Development,reading_writing,desktop,78.36,61.97,44.3,4.0,0.0,0.4166,3.0,51.07,33.8,1.0,Networking,medium,medium,0
S734352,Grade_3,Computer_Science,Networking,reading_writing,desktop,48.68,,116.1,3.0,5.0,0.3008,3.0,16.65,14.8,4.0,Web_Development,easy,low,1
S441366,Grade_8,English,Literature,reading_writing,laptop,63.94,72.77,87.5,4.0,0.0,0.5366,3.0,61.55,24.3,1.0,Essay_Writing,medium,medium,1
S236000,Grade_5,English,Vocabulary,auditory,tablet,53.44,36.88,108.7,6.0,0.0,0.2732,3.0,28.23,40.4,2.0,Essay_Writing,easy,low,1
S583342,Grade_12,English,Literature,reading_writing,desktop,71.86,65.07,42.0,4.0,18.0,0.5648,1.0,49.1,26.3,10.0,Essay_Writing,medium,medium,0
S214299,Grade_1,History,World_Wars,auditory,mobile,21.59,18.09,100.8,5.0,1.0,0.2402,5.0,4.34,41.5,2.0,Post_Independence,easy,low,1
S276971,Grade_1,Mathematics,Fractions,visual,mobile,31.66,33.41,98.3,4.0,32.0,0.5083,3.0,31.84,29.3,14.0,Algebra,easy,low,1
S498362,Grade_4,General_Knowledge,Science_Tech,reading_writing,laptop,42.9,26.88,109.8,6.0,0.0,0.2479,2.0,31.66,39.2,3.0,Current_Affairs,easy,low,1
S188711,Grade_8,Mathematics,Calculus,kinesthetic,tablet,59.39,54.89,78.7,4.0,10.0,0.5668,2.0,35.93,30.2,6.0,Statistics,medium,medium,0
S246540,,General_Knowledge,Current_Affairs,kinesthetic,tablet,21.9,31.81,112.9,6.0,8.0,0.2557,3.0,15.95,36.5,6.0,Science_Tech,easy,low,1
S526678,Grade_11,English,Vocabulary,visual,mobile,67.12,65.03,59.9,4.0,0.0,0.4389,3.0,52.74,,2.0,Essay_Writing,medium,medium,0
S399492,Grade_4,Computer_Science,Data_Structures,reading_writing,tablet,49.8,37.06,102.1,6.0,1.0,,3.0,8.44,41.0,2.0,Databases,easy,low,1
S570248,Grade_9,Computer_Science,Algorithms,reading_writing,laptop,75.44,73.39,65.8,4.0,10.0,0.5005,2.0,52.75,32.6,6.0,Networking,medium,medium,0
S282820,Grade_10,History,Post_Independence,auditory,mobile,72.86,,61.7,4.0,0.0,0.4152,3.0,40.34,27.2,1.0,Freedom_Movement,medium,medium,0
S761819,,Hindi,Patra_Lekhan,reading_writing,tablet,100.0,92.26,129.1,3.0,6.0,0.6544,2.0,65.65,25.6,3.0,Gadya,hard,high,0
S438362,Grade_12,Hindi,Kavita,reading_writing,tablet,83.75,77.75,44.9,2.0,5.0,0.587,2.0,60.58,25.6,5.0,Patra_Lekhan,medium,high,0
S546900,Grade_4,Mathematics,,reading_writing,mobile,38.97,27.81,84.9,5.0,19.0,0.221,3.0,5.57,29.7,9.0,Statistics,easy,low,1
S392210,Grade_4,Mathematics,Calculus,auditory,mobile,38.54,46.69,107.0,4.0,5.0,0.3169,4.0,26.64,43.9,3.0,Number_Theory,easy,low,1
S802857,Grade_4,Mathematics,Algebra,reading_writing,tablet,43.7,46.45,43.2,3.0,,0.44,3.0,43.61,13.4,8.0,Geometry,medium,medium,0
S840749,Grade_8,English,Literature,auditory,mobile,64.78,,36.6,5.0,5.0,0.4945,1.0,65.21,37.5,5.0,Comprehension,medium,medium,0
S493063,Grade_4,General_Knowledge,Current_Affairs,kinesthetic,tablet,57.4,50.04,89.8,,4.0,0.3416,3.0,28.24,20.0,3.0,Sports,medium,medium,1
S434430,Grade_11,Geography,Resources,auditory,mobile,90.06,80.98,60.3,3.0,40.0,0.7273,2.0,79.9,25.9,19.0,Maps_Cartography,hard,high,0
S253619,Grade_1,English,Essay_Writing,reading_writing,tablet,43.43,38.83,99.6,5.0,4.0,0.2991,3.0,28.76,32.1,,Literature,easy,low,1
S150673,Grade_1,General_Knowledge,Science_Tech,auditory,tablet,43.61,49.39,166.1,5.0,26.0,0.5382,2.0,40.69,37.6,14.0,Awards,easy,low,1
S134288,Grade_10,Science,,visual,mobile,65.43,60.82,44.7,3.0,2.0,0.4875,1.0,50.7,25.1,3.0,Chemical_Reactions,medium,medium,0
S676615,Grade_11,Hindi,Kavita,reading_writing,laptop,83.13,66.85,63.0,4.0,7.0,0.529,2.0,57.58,31.9,5.0,Patra_Lekhan,medium,medium,0
S740674,Grade_8,History,Post_Independence,visual,tablet,82.12,79.27,115.4,2.0,8.0,0.6355,0.0,33.59,23.0,4.0,Freedom_Movement,medium,high,0
S786283,Grade_10,Computer_Science,Python_Basics,visual,mobile,85.67,77.1,37.0,4.0,4.0,0.559,2.0,48.78,17.8,3.0,Data_Structures,medium,high,0
S913402,Grade_7,English,Poetry,kinesthetic,desktop,71.54,70.78,103.9,4.0,6.0,0.4417,3.0,40.93,33.6,4.0,Literature,medium,medium,1
S599783,Grade_7,Geography,Population,visual,laptop,83.14,78.29,97.6,2.0,18.0,0.5845,1.0,52.14,11.8,10.0,Maps_Cartography,medium,high,0
S223264,Grade_9,Geography,Population,visual,tablet,76.14,65.99,73.1,,7.0,0.5747,3.0,56.45,26.6,4.0,Climate,medium,medium,0
S912611,Grade_6,Science,Chemical_Reactions,auditory,desktop,54.94,53.3,104.7,5.0,4.0,0.4321,2.0,45.84,25.2,4.0,Cells_Biology,medium,medium,1
S711002,Grade_4,Geography,Climate,auditory,tablet,43.49,40.65,106.2,3.0,21.0,0.4186,2.0,12.73,21.6,11.0,Population,easy,low,1
S477092,Grade_6,Science,Cells_Biology,visual,desktop,68.73,62.7,86.2,3.0,0.0,0.4521,2.0,58.8,21.9,2.0,Ecosystems,medium,medium,0
S149682,Grade_7,Science,Light_Optics,reading_writing,tablet,72.49,70.3,73.3,2.0,8.0,0.5891,1.0,61.31,23.8,4.0,Electricity,medium,medium,0
S105858,Grade_3,History,World_Wars,visual,mobile,47.34,49.24,139.1,3.0,20.0,0.3899,2.0,17.67,27.8,11.0,Post_Independence,medium,medium,1
S458511,Grade_4,Hindi,Vyakaran,reading_writing,laptop,48.73,51.34,107.4,3.0,0.0,,1.0,47.83,28.7,3.0,Gadya,easy,medium,1
S828213,Grade_1,Science,Ecosystems,visual,mobile,45.36,33.88,118.1,4.0,7.0,0.3178,3.0,42.13,20.5,6.0,Cells_Biology,easy,low,1
S226524,Grade_7,English,Grammar,visual,mobile,72.91,68.05,112.6,3.0,2.0,0.5273,2.0,75.77,31.4,3.0,Comprehension,medium,medium,0
S663763,Grade_5,,Light_Optics,auditory,desktop,57.49,44.9,123.5,3.0,9.0,0.444,2.0,47.36,35.8,4.0,Electricity,easy,medium,1
S301976,Grade_3,History,Ancient_India,kinesthetic,desktop,54.68,63.1,92.4,2.0,5.0,0.5037,3.0,50.62,20.8,5.0,Medieval_Period,medium,medium,0
S195694,Grade_2,Science,Periodic_Table,kinesthetic,tablet,62.32,56.24,110.4,5.0,12.0,0.4646,1.0,35.82,34.2,6.0,Chemical_Reactions,medium,medium,1
S995260,Grade_4,English,Comprehension,kinesthetic,tablet,54.22,49.75,83.9,3.0,0.0,0.3709,3.0,45.14,18.2,2.0,Essay_Writing,easy,low,1
S368682,Grade_1,Mathematics,Calculus,auditory,tablet,59.25,59.67,119.0,3.0,23.0,0.5235,2.0,39.76,37.5,11.0,Number_Theory,medium,medium,0
S307488,Grade_9,English,Comprehension,kinesthetic,laptop,84.61,84.83,26.9,2.0,21.0,0.6521,1.0,67.13,19.4,12.0,Literature,hard,high,0
S656364,Grade_5,Science,Light_Optics,visual,tablet,72.8,73.26,92.5,4.0,24.0,0.6184,3.0,62.28,29.1,13.0,Chemical_Reactions,medium,medium,0
S384667,Grade_6,Geography,Maps_Cartography,kinesthetic,desktop,55.24,57.36,98.5,4.0,20.0,0.6016,1.0,39.46,24.7,9.0,Physical_Geography,medium,medium,1
S349480,Grade_12,Mathematics,Trigonometry,kinesthetic,mobile,87.34,64.5,,3.0,2.0,,2.0,45.49,15.8,1.0,Geometry,medium,medium,0
S121386,Grade_11,Geography,Physical_Geography,auditory,laptop,77.89,68.23,70.5,2.0,4.0,,3.0,58.36,16.1,4.0,Resources,medium,high,0
S918302,Grade_3,Science,Chemical_Reactions,reading_writing,laptop,67.8,61.57,85.4,2.0,35.0,0.5515,1.0,41.7,19.7,16.0,Cells_Biology,medium,medium,0
S913145,Grade_5,,Algorithms,reading_writing,laptop,71.51,59.3,88.8,3.0,36.0,0.6418,3.0,46.13,28.7,16.0,Networking,hard,medium,0
S936828,Grade_1,General_Knowledge,Science_Tech,kinesthetic,,53.74,48.55,139.2,5.0,7.0,0.3719,4.0,26.16,26.1,6.0,Awards,easy,medium,1
S951773,Grade_11,Geography,Population,reading_writing,tablet,78.55,,70.3,2.0,8.0,0.5908,1.0,57.68,24.9,4.0,Climate,medium,medium,0
S941058,Grade_10,History,Post_Independence,reading_writing,desktop,85.17,78.79,66.7,3.0,14.0,0.6529,0.0,62.18,27.5,9.0,World_Wars,hard,high,0
S308559,Grade_12,Computer_Science,Networking,reading_writing,mobile,57.72,55.91,46.5,5.0,1.0,0.3977,1.0,32.11,35.5,3.0,Databases,medium,medium,1
S486688,Grade_6,English,Grammar,auditory,desktop,55.12,53.37,70.7,4.0,29.0,0.4471,2.0,13.21,30.4,14.0,Comprehension,medium,medium,0
S263953,Grade_2,History,Freedom_Movement,auditory,laptop,,33.11,145.8,4.0,17.0,0.3428,2.0,23.99,29.7,9.0,World_Wars,easy,low,1
S808412,Grade_10,General_Knowledge,Sports,reading_writing,laptop,100.0,91.0,54.4,2.0,5.0,0.6412,2.0,59.92,32.9,3.0,Awards,hard,high,0
S686087,Grade_8,General_Knowledge,Sports,kinesthetic,laptop,64.58,49.16,69.4,3.0,14.0,0.4402,2.0,35.19,27.5,8.0,Current_Affairs,medium,medium,0
S557379,Grade_11,History,Freedom_Movement,kinesthetic,tablet,87.74,90.87,65.1,1.0,19.0,0.7294,1.0,80.45,21.0,11.0,World_Wars,hard,high,0
S429844,Grade_3,General_Knowledge,Sports,visual,mobile,50.01,53.11,97.3,4.0,4.0,0.3575,3.0,54.98,41.0,2.0,Current_Affairs,easy,low,1
S471778,Grade_1,Mathematics,Geometry,visual,mobile,47.44,38.76,123.8,4.0,39.0,0.3882,4.0,13.48,38.3,17.0,Statistics,medium,low,1
S570048,Grade_12,General_Knowledge,Awards,reading_writing,desktop,100.0,89.36,29.9,3.0,5.0,0.5711,2.0,55.54,23.1,3.0,Sports,hard,high,0
S181252,Grade_4,Science,Electricity,reading_writing,mobile,44.65,42.84,92.9,5.0,0.0,0.3662,4.0,45.91,40.3,3.0,Chemical_Reactions,easy,medium,1
S540402,Grade_9,English,Grammar,auditory,mobile,61.42,65.9,64.7,,2.0,0.457,2.0,43.46,27.5,3.0,Vocabulary,medium,medium,0
S550598,Grade_4,Mathematics,Statistics,auditory,laptop,63.8,52.23,,5.0,0.0,0.4092,1.0,40.15,44.8,2.0,Algebra,medium,medium,1
S241185,Grade_10,Geography,Climate,auditory,desktop,73.07,70.53,35.3,2.0,3.0,0.5705,1.0,49.72,22.2,2.0,Resources,medium,medium,0
S387786,Grade_6,Science,Electricity,reading_writing,mobile,82.46,61.25,75.8,4.0,3.0,0.4378,3.0,55.39,27.7,3.0,Light_Optics,medium,medium,0
S212351,Grade_3,Mathematics,Statistics,reading_writing,desktop,42.34,42.38,123.5,5.0,8.0,0.4964,3.0,53.37,22.8,5.0,Algebra,easy,medium,1
S201107,Grade_8,Science,Motion,reading_writing,mobile,42.43,44.71,114.6,5.0,5.0,0.2733,4.0,25.59,32.7,4.0,Electricity,easy,low,1
S134148,Grade_1,English,Poetry,reading_writing,tablet,29.65,17.8,139.8,5.0,15.0,0.2122,3.0,3.47,41.2,7.0,Comprehension,easy,low,1
S191374,Grade_5,Hindi,Kavita,reading_writing,desktop,47.28,46.61,107.3,5.0,3.0,0.4199,4.0,31.91,35.0,4.0,Gadya,easy,medium,1
S391977,Grade_3,Geography,Climate,reading_writing,tablet,40.28,26.34,95.9,5.0,7.0,0.2788,3.0,30.06,50.2,5.0,Resources,easy,low,1
S175400,Grade_3,Mathematics,Statistics,visual,desktop,48.63,,131.3,4.0,8.0,0.5189,1.0,48.23,35.2,5.0,Calculus,easy,medium,1
S661677,Grade_10,,Awards,,laptop,88.44,79.51,49.2,2.0,8.0,0.6009,2.0,73.58,21.8,5.0,Sports,medium,high,0
S661374,Grade_2,Computer_Science,Algorithms,auditory,mobile,55.58,36.5,144.2,6.0,6.0,0.3645,2.0,35.38,50.2,5.0,Networking,medium,low,1
S155389,Grade_3,Geography,Maps_Cartography,visual,mobile,65.22,44.45,110.5,4.0,16.0,0.4694,2.0,35.55,,8.0,Physical_Geography,medium,medium,1
S814880,Grade_1,General_Knowledge,Sports,visual,desktop,57.84,,,5.0,0.0,0.4325,,,46.5,2.0,Awards,easy,medium,1
S123379,Grade_9,Mathematics,Algebra,kinesthetic,tablet,73.91,67.25,58.0,2.0,0.0,0.4253,3.0,45.41,31.4,2.0,Geometry,medium,medium,0
S522116,Grade_4,Science,Periodic_Table,auditory,laptop,47.83,,,4.0,12.0,0.4234,4.0,28.99,31.5,6.0,Electricity,easy,low,1
S256543,Grade_6,Geography,Climate,reading_writing,tablet,64.81,53.54,87.8,,3.0,0.4677,1.0,39.74,36.5,3.0,Resources,medium,medium,1
S729623,Grade_4,General_Knowledge,Sports,visual,desktop,58.84,52.28,111.0,5.0,7.0,0.341,3.0,,43.7,5.0,Awards,medium,medium,1
S897569,Grade_6,Computer_Science,Web_Development,visual,mobile,62.56,49.23,125.7,4.0,7.0,0.334,2.0,23.49,29.4,5.0,Networking,medium,medium,1
S569440,Grade_6,Computer_Science,Python_Basics,,laptop,58.27,47.86,106.2,3.0,20.0,0.4285,4.0,38.62,29.9,10.0,Algorithms,medium,medium,1
S704365,Grade_2,Computer_Science,,auditory,desktop,53.4,44.26,109.7,4.0,0.0,0.2619,4.0,37.56,28.0,3.0,Networking,medium,low,1
S730740,Grade_4,General_Knowledge,Current_Affairs,kinesthetic,tablet,35.11,33.4,139.9,4.0,3.0,0.2901,3.0,22.58,33.7,2.0,Sports,easy,low,1
S557201,Grade_12,Science,Light_Optics,reading_writing,tablet,100.0,99.38,75.8,1.0,6.0,0.6366,0.0,55.06,13.7,5.0,Chemical_Reactions,hard,high,0
S654234,Grade_10,Computer_Science,Networking,visual,desktop,65.9,58.05,77.7,5.0,6.0,0.4632,2.0,50.99,37.7,3.0,Databases,medium,medium,0
S517765,Grade_3,General_Knowledge,Sports,,tablet,55.48,58.07,151.7,4.0,5.0,0.4418,3.0,,29.3,5.0,Current_Affairs,medium,medium,0
S797851,Grade_8,General_Knowledge,Science_Tech,auditory,mobile,60.33,41.27,65.4,3.0,7.0,0.3691,,31.91,30.5,5.0,Current_Affairs,easy,medium,1
S824568,Grade_12,Geography,Resources,reading_writing,tablet,66.99,61.44,73.6,3.0,14.0,0.4166,3.0,21.49,34.6,7.0,Maps_Cartography,easy,medium,0
S244523,Grade_6,Computer_Science,Databases,visual,mobile,67.11,56.37,90.5,4.0,9.0,0.4451,3.0,32.0,32.1,6.0,Web_Development,medium,medium,0
S173361,Grade_5,General_Knowledge,Current_Affairs,kinesthetic,desktop,49.69,57.34,104.6,4.0,16.0,0.4986,2.0,44.35,40.5,8.0,Sports,medium,medium,1
S935386,Grade_1,Science,Chemical_Reactions,kinesthetic,laptop,43.71,50.75,132.7,5.0,56.0,0.614,2.0,31.05,37.5,21.0,Periodic_Table,medium,medium,1
S388951,Grade_4,English,Poetry,reading_writing,mobile,81.66,71.87,96.4,2.0,2.0,0.4268,3.0,43.7,24.8,1.0,Comprehension,medium,medium,0
S129040,Grade_4,English,Comprehension,reading_writing,laptop,49.6,43.61,123.1,3.0,5.0,0.4587,2.0,50.74,17.1,5.0,Essay_Writing,easy,medium,1
S971111,Grade_3,Hindi,,kinesthetic,laptop,53.7,61.82,80.8,2.0,2.0,0.458,2.0,42.67,19.8,3.0,Patra_Lekhan,medium,medium,0
S858006,Grade_7,General_Knowledge,Current_Affairs,visual,laptop,73.03,69.8,103.4,4.0,,0.4749,2.0,35.04,28.2,3.0,Science_Tech,medium,medium,0
S544579,Grade_12,Geography,Climate,reading_writing,,97.18,85.48,58.7,2.0,4.0,0.5864,1.0,84.39,21.7,4.0,Population,hard,high,0
S627866,Grade_1,Mathematics,Trigonometry,auditory,desktop,41.77,30.0,141.9,6.0,2.0,0.2654,3.0,29.09,38.3,3.0,Geometry,easy,low,1
S949846,Grade_7,Science,Ecosystems,visual,laptop,85.78,76.76,93.3,2.0,4.0,0.5816,1.0,,22.4,3.0,Chemical_Reactions,medium,high,0
S449690,Grade_10,Geography,Maps_Cartography,kinesthetic,mobile,90.71,82.29,77.7,2.0,4.0,0.5897,0.0,57.26,20.5,2.0,Physical_Geography,hard,high,0
S969079,Grade_6,Mathematics,Fractions,kinesthetic,desktop,72.1,57.12,98.8,5.0,4.0,0.4917,1.0,38.66,48.1,2.0,Algebra,easy,medium,1
S957995,Grade_2,Hindi,Patra_Lekhan,kinesthetic,laptop,38.95,38.48,94.0,6.0,5.0,0.2795,4.0,26.7,36.4,3.0,Gadya,easy,low,1
S153229,Grade_2,Computer_Science,Networking,auditory,mobile,44.1,43.5,124.2,4.0,18.0,0.4228,4.0,31.79,26.0,8.0,Web_Development,medium,low,1
S818657,Grade_7,History,Medieval_Period,reading_writing,desktop,69.11,57.24,115.3,3.0,5.0,0.3304,1.0,16.81,,3.0,Freedom_Movement,medium,medium,0
S727260,Grade_6,Computer_Science,Networking,reading_writing,tablet,64.42,,129.3,4.0,6.0,0.4288,2.0,35.46,24.2,3.0,Web_Development,medium,medium,1
S343413,Grade_6,Mathematics,Algebra,reading_writing,tablet,62.53,61.69,115.3,2.0,2.0,0.4108,3.0,39.66,21.3,,Statistics,easy,medium,0
S706486,Grade_4,Geography,Climate,auditory,tablet,56.66,46.76,67.9,4.0,10.0,0.3657,3.0,4.0,26.6,6.0,Resources,medium,medium,1
S340478,Grade_6,Science,Motion,reading_writing,laptop,59.42,57.37,68.6,5.0,,0.427,2.0,35.62,35.5,3.0,Electricity,medium,medium,0
S982825,Grade_8,Geography,Population,reading_writing,mobile,91.74,70.78,58.5,2.0,14.0,0.6134,1.0,,12.2,8.0,Climate,medium,high,0
S852904,Grade_3,English,Vocabulary,kinesthetic,mobile,66.07,48.9,124.5,3.0,16.0,0.4142,4.0,35.12,34.9,9.0,Essay_Writing,medium,medium,1
S846449,Grade_1,Computer_Science,Python_Basics,visual,desktop,44.7,47.13,138.5,4.0,2.0,0.4306,2.0,42.76,33.0,3.0,Algorithms,medium,medium,1
S591184,Grade_2,History,Freedom_Movement,reading_writing,laptop,41.4,38.29,110.8,4.0,0.0,0.3204,3.0,28.03,32.6,3.0,Post_Independence,easy,low,1
S673611,Grade_1,Hindi,Gadya,auditory,desktop,31.22,30.34,160.9,6.0,29.0,0.4086,4.0,34.68,30.2,14.0,Kavita,easy,low,1
S433944,Grade_3,General_Knowledge,Awards,auditory,tablet,35.49,31.23,103.5,5.0,7.0,0.1968,2.0,7.17,25.9,6.0,Sports,easy,low,1
S458415,Grade_2,Geography,Physical_Geography,,laptop,58.17,57.7,87.5,3.0,4.0,0.3896,3.0,35.53,22.3,3.0,Climate,medium,medium,0
S195407,Grade_7,Geography,Resources,visual,laptop,64.55,51.75,89.8,3.0,1.0,0.4364,3.0,45.54,27.5,,Maps_Cartography,medium,medium,1
S889702,Grade_6,Geography,Population,auditory,mobile,57.23,52.04,106.2,4.0,11.0,0.5096,2.0,34.35,41.8,7.0,Climate,easy,medium,1
S549297,Grade_3,General_Knowledge,Sports,reading_writing,tablet,50.84,51.94,100.4,3.0,14.0,0.4818,1.0,44.39,,8.0,Current_Affairs,easy,medium,1
S590198,Grade_2,History,Freedom_Movement,visual,laptop,61.68,52.14,96.2,5.0,4.0,0.4124,3.0,34.39,33.0,2.0,Post_Independence,medium,medium,1
S386194,Grade_10,Hindi,Gadya,kinesthetic,desktop,78.47,82.18,63.4,3.0,0.0,0.6094,0.0,52.97,26.0,1.0,Kavita,medium,high,0
S323961,Grade_9,Computer_Science,Python_Basics,visual,desktop,86.05,66.67,61.4,3.0,5.0,0.4986,2.0,46.43,33.2,4.0,Algorithms,medium,high,0
S503078,Grade_7,Geography,Climate,auditory,desktop,64.79,61.56,109.7,4.0,16.0,0.5193,1.0,53.7,18.8,7.0,Resources,medium,medium,0
S973652,Grade_10,Hindi,Kavita,,laptop,69.62,72.03,74.6,3.0,3.0,0.5149,2.0,51.23,21.2,4.0,Gadya,medium,medium,0
S248736,Grade_9,General_Knowledge,Current_Affairs,visual,laptop,63.73,59.66,87.3,3.0,5.0,0.426,3.0,42.98,17.6,4.0,Science_Tech,medium,medium,0
S741699,Grade_3,Geography,Population,visual,,41.78,34.52,138.3,6.0,5.0,0.3333,3.0,27.5,38.2,4.0,Climate,easy,low,1
S221221,Grade_7,Computer_Science,Web_Development,auditory,laptop,51.95,47.65,103.6,5.0,5.0,0.4248,3.0,,39.4,3.0,Networking,easy,medium,1
S243226,Grade_8,Geography,Maps_Cartography,kinesthetic,laptop,67.38,,81.0,3.0,9.0,0.4837,2.0,,20.4,4.0,Resources,medium,medium,0
S932142,Grade_5,General_Knowledge,Awards,visual,mobile,,45.15,114.1,3.0,0.0,0.3751,3.0,50.27,32.0,1.0,Science_Tech,easy,medium,1
S694515,Grade_10,History,Post_Independence,reading_writing,desktop,84.43,76.45,63.4,3.0,1.0,0.4569,1.0,37.88,19.2,3.0,World_Wars,medium,high,0
S216269,Grade_5,Science,Cells_Biology,kinesthetic,laptop,52.37,44.71,117.9,3.0,1.0,0.3063,4.0,37.09,17.8,3.0,Periodic_Table,medium,medium,1
S130512,Grade_12,Hindi,Kavita,visual,tablet,76.28,71.91,83.2,4.0,1.0,0.5217,1.0,38.12,32.9,3.0,Patra_Lekhan,medium,high,0
S885814,Grade_11,Geography,Population,auditory,mobile,85.11,91.02,65.4,1.0,4.0,0.6253,1.0,61.45,24.9,2.0,Maps_Cartography,medium,high,0
S414419,Grade_5,Geography,Climate,visual,mobile,38.89,35.1,83.3,4.0,0.0,0.1697,4.0,10.31,25.4,3.0,Population,easy,low,1
S718549,Grade_12,General_Knowledge,Awards,auditory,laptop,92.35,83.79,55.2,3.0,16.0,0.549,2.0,50.63,22.7,7.0,Science_Tech,hard,high,0
S790317,Grade_12,History,Medieval_Period,auditory,laptop,70.31,63.61,47.7,4.0,3.0,0.4132,3.0,36.97,23.6,2.0,World_Wars,medium,medium,0
S783226,Grade_9,Hindi,Patra_Lekhan,kinesthetic,mobile,79.42,77.78,82.0,4.0,13.0,0.5935,,47.87,36.5,8.0,Gadya,medium,high,0
S179289,Grade_8,General_Knowledge,Current_Affairs,auditory,,51.56,58.08,93.2,4.0,32.0,0.6114,,63.93,34.3,15.0,Science_Tech,medium,medium,0
S284008,Grade_11,Hindi,Gadya,auditory,desktop,65.44,60.07,71.7,2.0,4.0,0.4737,1.0,38.2,17.1,3.0,Kavita,medium,medium,0
S904997,Grade_2,Hindi,Patra_Lekhan,auditory,mobile,22.4,21.89,127.9,6.0,10.0,0.2704,5.0,25.65,39.4,7.0,Vyakaran,easy,low,1
S976341,Grade_9,Hindi,Patra_Lekhan,kinesthetic,desktop,86.53,,86.3,1.0,12.0,0.5879,1.0,76.79,17.6,8.0,Gadya,medium,high,0
S339392,Grade_11,Mathematics,Number_Theory,kinesthetic,tablet,63.47,49.61,34.1,5.0,16.0,0.4664,4.0,60.94,39.8,7.0,Algebra,medium,medium,1
S794709,Grade_4,Hindi,Kavita,kinesthetic,tablet,59.74,,116.5,3.0,5.0,0.3351,3.0,40.54,24.2,3.0,Gadya,medium,medium,1
S304241,Grade_4,English,Literature,kinesthetic,mobile,48.26,42.48,123.1,4.0,21.0,0.3099,4.0,5.7,23.4,12.0,Essay_Writing,medium,low,1
S423357,Grade_8,Computer_Science,Data_Structures,kinesthetic,tablet,84.6,66.28,92.4,2.0,0.0,0.5104,3.0,49.14,20.0,1.0,Algorithms,medium,high,0
S428263,Grade_1,Hindi,Gadya,auditory,laptop,24.41,25.96,143.5,5.0,2.0,0.273,4.0,22.61,28.8,1.0,Patra_Lekhan,easy,low,1
S960080,,Geography,,kinesthetic,mobile,63.14,59.5,59.8,5.0,3.0,0.4615,1.0,36.57,40.0,3.0,Resources,easy,medium,0
S583032,Grade_4,Mathematics,Statistics,kinesthetic,mobile,56.2,49.08,131.8,3.0,1.0,0.3681,2.0,37.5,13.4,1.0,Calculus,medium,medium,1
S579362,Grade_10,Computer_Science,Web_Development,visual,desktop,77.66,88.71,92.5,,11.0,0.7173,1.0,75.9,17.7,5.0,Databases,medium,high,0
S852742,Grade_11,Geography,Resources,auditory,mobile,70.26,56.75,95.4,4.0,3.0,0.3938,2.0,15.17,24.3,4.0,Population,medium,medium,1
S981502,Grade_5,General_Knowledge,Current_Affairs,visual,mobile,58.21,61.33,121.9,2.0,9.0,0.5247,1.0,45.69,12.1,,Sports,medium,medium,0
S133375,Grade_11,General_Knowledge,Science_Tech,visual,tablet,63.86,61.22,47.8,2.0,2.0,0.3517,2.0,24.08,20.9,1.0,Awards,medium,medium,0
S388957,Grade_6,Science,Light_Optics,kinesthetic,mobile,64.26,59.52,89.4,4.0,7.0,0.5315,3.0,60.16,35.9,5.0,Chemical_Reactions,medium,medium,1
S822109,Grade_1,Geography,Maps_Cartography,kinesthetic,laptop,,42.31,122.5,4.0,2.0,0.2929,2.0,19.67,28.7,3.0,Physical_Geography,easy,low,1
